assignment_id,submission_id,reviewer_id,assigned_date,review_completed_date,status
A002321,S00991,R042,02/03/2023,2023-04-19,complete
A002322,S00992,R032,2023-04-28,2023-06-02,Done
A002323,S00992,R001,2023-04-21,2023-05-27,Completed
A002324,S00993,R012,2023-12-10,2023-12-24,complete
A002325,S00993,R032,2023-12-12,2023-12-25,complete
A002326,S00993,R009,2023-12-12,2023-12-17,Done
A002327,S00994,R012,2023-04-02,2023-04-14,Completed
A002328,S00994,R029,2023-04-02,2023-04-18,complete
A002329,S00995,R001,2024-02-12,2024-03-28,Completed
A002330,S00995,R029,15/02/2024,2024-04-01,Done
A002331,S00996,R029,2023-01-19,27/01/2023,Done
A002332,S00996,R034,2023-01-14,2023-03-05,Completed
A002333,S00997,R034,2024-10-05,2024-10-12,complete
A002334,S00997,R029,2024-09-30,2024-10-27,complete
A002335,S00998,R001,2024-03-25,2024-04-22,Completed
A002336,S00998,R022,2024-03-26,2024-03-31,complete
A002337,S00999,R022,2023-02-07,2023-02-22,Completed
A002338,S00999,R009,2023-02-10,2023-02-23,Completed
A002339,S00999,R042,2023-02-12,2023-02-28,Done
A002340,S01000,R042,2024-06-25,2024-08-15,Completed
A002341,S01000,R012,2024-06-29,2024-08-27,Completed
A002342,S01001,R029,2023-02-08,2023-02-24,Completed
A002343,S01001,R009,2023-02-05,22/02/2023,Done
A002344,S01001,R032,2023-02-09,2023-02-17,Done
A002345,S01002,R009,2023-11-26,2023-12-20,Completed
A002346,S01002,R042,2023-12-03,2023-12-17,Completed
A002347,S01002,R022,2023-11-26,2023-12-16,complete
A002348,S01003,R009,20/03/2024,2024-04-10,Done
A002349,S01003,R022,2024-03-14,2024-05-10,Completed
A002350,S01003,R012,2024-03-15,2024-04-16,Done
A002351,S01004,R032,2024-08-16,2024-09-26,complete
A002352,S01004,R042,2024-08-18,2024-09-16,Done
A002353,S01005,R009,2024-02-27,2024-03-22,Completed
A002354,S01005,R032,21/02/2024,2024-03-08,Done
A002355,S01006,R042,2023-10-21,29/11/2023,complete
A002356,S01006,R029,19/10/2023,2023-12-17,Done
A002357,S01006,R022,2023-10-24,2023-11-07,Completed
A002358,S01007,R022,2023-08-23,2023-09-14,complete
A002359,S01007,R042,2023-08-29,2023-09-17,Done
A002360,S01008,R001,2023-05-18,2023-07-07,complete
A002361,S01008,R034,17/05/2023,2023-06-25,Completed
A002362,S01009,R034,2023-09-17,2023-11-15,Completed
A002363,S01009,R022,2023-09-24,2023-11-10,Done
A002364,S01010,R032,2023-02-16,2023-02-28,complete
A002365,S01010,R042,2023-02-14,2023-03-13,Completed
A002366,S01011,R032,2024-07-31,2024-08-20,Completed
A002367,S01011,R042,2024-07-26,2024-08-16,complete
A002368,S01012,R029,2024-06-30,2024-08-04,Completed
A002369,S01012,R034,2024-07-01,2024-07-30,Completed
A002370,S01012,R009,2024-07-03,2024-07-16,complete
A002371,S01013,R042,2023-12-08,2023-12-20,complete
A002372,S01013,R022,2023-12-07,16/12/2023,Done
A002373,S01014,R022,10/03/2024,2024-04-10,Completed
A002374,S01014,R029,2024-03-08,17/03/2024,Completed
A002375,S01014,R001,2024-03-02,2024-05-01,Completed
A002376,S01015,R034,20/02/2024,2024-03-12,Done
A002377,S01015,R029,2024-02-24,2024-03-25,Done
A002378,S01015,R042,2024-02-21,2024-03-15,Completed
A002379,S01016,R029,2024-08-22,19/09/2024,Completed
A002380,S01016,R012,19/08/2024,2024-09-23,Completed
A002381,S01017,R034,2024-01-24,12/03/2024,complete
A002382,S01017,R022,2024-01-25,2024-01-30,complete
A002383,S01017,R042,2024-01-26,2024-02-12,Completed
A002384,S01018,R001,2024-02-06,25/02/2024,Completed
A002385,S01018,R042,11/02/2024,,Pending
A002386,S01019,R001,2023-09-22,2023-10-05,Done
A002387,S01019,R022,2023-09-24,2023-10-03,Done
A002388,S01019,R032,2023-09-30,2023-10-13,complete
A002389,S01020,R029,2024-03-29,2024-05-12,Completed
A002390,S01020,R034,2024-03-21,2024-04-16,complete
A002391,S01020,R022,2024-03-21,2024-03-28,Done
A002392,S01021,R032,2023-04-24,07/05/2023,Done
A002393,S01021,R001,2023-04-24,2023-06-08,Completed
A002394,S01022,R034,2024-01-21,2024-02-21,Done
A002395,S01022,R012,26/01/2024,2024-02-16,Completed
A002396,S01022,R001,2024-01-29,2024-02-11,Completed
A002397,S01023,R029,2024-05-16,2024-06-19,Completed
A002398,S01023,R009,2024-05-18,28/05/2024,Completed
A002399,S01023,R034,2024-05-18,2024-06-07,Done
A002400,S01024,R012,2023-03-06,2023-03-28,Completed
A002401,S01024,R034,2023-03-03,2023-03-16,Completed
A002402,S01025,R032,2023-10-16,2023-12-01,Completed
A002403,S01025,R042,2023-10-18,2023-11-05,complete
A002404,S01026,R034,2023-01-07,2023-01-23,complete
A002405,S01026,R032,2023-01-10,2023-02-06,Done
A002406,S01026,R042,2023-01-12,01/02/2023,Done
A002407,S01027,R001,2024-06-05,2024-06-28,complete
A002408,S01027,R042,2024-06-09,2024-06-26,complete
A002409,S01028,R012,2023-03-14,2023-04-02,Completed
A002410,S01028,R042,2023-03-15,2023-04-03,Completed
A002411,S01028,R034,2023-03-11,16/03/2023,complete
A002412,S01029,R034,2024-09-21,2024-10-11,Completed
A002413,S01029,R022,2024-09-25,2024-10-11,Done
A002414,S01030,R032,2024-09-30,2024-11-06,complete
A002415,S01030,R001,27/09/2024,2024-11-26,Completed
A002416,S01031,R012,2024-04-09,2024-06-01,Completed
A002417,S01031,R034,2024-04-08,2024-05-18,complete
A002418,S01032,R012,25/08/2024,2024-09-05,Done
A002419,S01032,R029,2024-08-26,2024-09-16,Completed
A002420,S01033,R034,12/11/2023,2023-11-28,Completed
A002421,S01033,R012,2023-11-15,2023-11-24,Completed
A002422,S01034,R029,2024-09-07,2024-10-09,complete
A002423,S01034,R009,2024-09-11,2024-09-24,Completed
A002424,S01034,R034,04/09/2024,2024-10-16,Completed
A002425,S01035,R029,2023-08-04,2023-08-25,complete
A002426,S01035,R034,2023-08-09,31/08/2023,Completed
A002427,S01035,R042,2023-08-07,2023-08-28,Done
A002428,S01036,R034,2023-09-12,2023-09-18,Completed
A002429,S01036,R029,11/09/2023,2023-09-21,Done
A002430,S01037,R032,2023-06-13,2023-07-03,Completed
A002431,S01037,R009,2023-06-14,2023-06-30,complete
A002432,S01038,R034,2023-07-18,2023-08-05,Completed
A002433,S01038,R029,17/07/2023,2023-08-05,Done
A002434,S01039,R042,2023-01-09,2023-02-10,complete
A002435,S01039,R009,2023-01-13,2023-01-22,complete
A002436,S01040,R034,2023-03-19,2023-04-07,Done
A002437,S01040,R009,2023-03-19,2023-03-26,complete
A002438,S01041,R012,2023-01-10,2023-02-19,complete
A002439,S01041,R009,2023-01-04,2023-02-16,complete
A002440,S01041,R042,2023-01-08,2023-01-13,Done
A002441,S01042,R012,2023-01-19,2023-01-24,Completed
A002442,S01042,R042,2023-01-18,2023-02-06,complete
A002443,S01043,R029,2024-04-04,2024-05-05,Completed
A002444,S01043,R001,2024-04-06,2024-04-26,Completed
A002445,S01044,R034,2024-03-22,2024-04-16,Done
A002446,S01044,R022,2024-03-22,2024-04-02,Done
A002447,S01044,R012,2024-03-23,2024-04-02,Done
A002448,S01045,R032,2023-07-18,2023-07-31,Done
A002449,S01045,R001,2023-07-16,2023-07-29,Done
A002450,S01045,R009,2023-07-19,2023-08-19,complete
A002451,S01046,R042,2024-01-30,2024-02-11,Done
A002452,S01046,R022,2024-01-26,2024-02-05,complete
A002453,S01046,R034,25/01/2024,2024-02-23,complete
A002454,S01047,R012,2023-01-30,2023-03-24,complete
A002455,S01047,R009,2023-02-02,2023-02-25,complete
A002456,S01047,R032,2023-01-28,2023-04-01,complete
A002457,S01048,R034,2023-08-01,2023-08-19,complete
A002458,S01048,R029,2023-08-05,2023-08-23,Completed
A002459,S01049,R009,2023-10-07,2023-11-15,Completed
A002460,S01049,R034,2023-10-11,2023-11-06,Done
A002461,S01050,R001,2023-08-28,2023-09-07,complete
A002462,S01050,R034,2023-08-22,2023-09-23,complete
A002463,S01051,R009,2024-03-07,2024-03-27,complete
A002464,S01051,R042,2024-03-08,2024-03-26,Completed
A002465,S01052,R042,20/07/2024,2024-08-06,Done
A002466,S01052,R029,2024-07-18,2024-07-30,Done
A002467,S01052,R032,2024-07-25,2024-08-02,Done
A002468,S01053,R022,2023-03-21,16/04/2023,complete
A002469,S01053,R029,2023-03-24,2023-04-23,complete
A002470,S01054,R009,17/03/2024,2024-03-22,Done
A002471,S01054,R032,2024-03-15,2024-03-22,complete
A002472,S01055,R009,20/11/2023,2023-12-09,complete
A002473,S01055,R001,2023-11-18,2023-12-22,complete
A002474,S01056,R034,2023-04-24,05/06/2023,Done
A002475,S01056,R042,23/04/2023,18/06/2023,complete
A002476,S01057,R032,2024-05-31,2024-07-22,Done
A002477,S01057,R034,2024-05-31,27/06/2024,Done
A002478,S01058,R022,2023-08-05,2023-09-02,Done
A002479,S01058,R001,30/07/2023,2023-09-22,Done
A002480,S01059,R012,2023-08-08,2023-08-25,complete
A002481,S01059,R034,2023-08-12,2023-08-23,complete
A002482,S01060,R029,2023-12-30,2024-01-23,Done
A002483,S01060,R012,2023-12-30,12/01/2024,complete
A002484,S01060,R034,2024-01-01,2024-01-26,complete
A002485,S01061,R034,2024-07-16,2024-08-10,complete
A002486,S01061,R012,2024-07-15,2024-07-28,Completed
A002487,S01061,R022,2024-07-09,2024-08-04,complete
A002488,S01062,R001,03/12/2023,11/12/2023,complete
A002489,S01062,R042,2023-11-28,2023-12-28,complete
A002490,S01063,R009,07/07/2023,22/07/2023,complete
A002491,S01063,R022,2023-07-05,2023-07-26,Done
A002492,S01063,R042,2023-07-08,,pending
A002493,S01064,R029,2024-03-28,2024-05-02,Completed
A002494,S01064,R001,2024-03-25,2024-04-02,complete
A002495,S01065,R032,2023-11-14,2023-11-27,Done
A002496,S01065,R042,2023-11-13,,In Progress
A002497,S01066,R009,2023-03-20,2023-04-18,complete
A002498,S01066,R001,21/03/2023,03/04/2023,Completed
A002499,S01066,R022,2023-03-20,2023-04-07,complete
A002500,S01067,R022,2023-08-08,14/09/2023,Completed
A002501,S01067,R009,2023-08-11,2023-08-18,complete
A002502,S01068,R042,2023-01-30,2023-03-23,Completed
A002503,S01068,R001,2023-01-31,2023-03-29,Completed
A002504,S01068,R029,2023-02-02,18/02/2023,Completed
A002505,S01069,R001,2023-01-14,2023-01-25,complete
A002506,S01069,R042,2023-01-15,2023-01-29,complete
A002507,S01070,R012,2024-02-17,2024-03-20,Done
A002508,S01070,R009,2024-02-13,2024-02-28,Completed
A002509,S01070,R029,2024-02-16,2024-03-04,Done
A002510,S01071,R034,2023-05-23,19/06/2023,Done
A002511,S01071,R032,2023-05-23,2023-06-27,Done
A002512,S01072,R009,2023-04-30,2023-05-22,complete
A002513,S01072,R001,2023-04-30,2023-05-16,Done
A002514,S01073,R009,2024-02-06,2024-02-11,Completed
A002515,S01073,R029,2024-02-09,2024-02-29,Completed
A002516,S01074,R001,07/06/2024,2024-06-12,Done
A002517,S01074,R012,2024-06-06,20/07/2024,Completed
A002518,S01074,R009,2024-06-14,2024-07-06,Done
A002519,S01075,R042,2023-04-08,2023-04-14,complete
A002520,S01075,R012,04/04/2023,2023-04-10,Completed
A002521,S01076,R001,2023-10-16,2023-11-04,complete
A002522,S01076,R012,2023-10-11,2023-11-30,Completed
A002523,S01076,R034,2023-10-12,2023-11-07,Done
A002524,S01077,R042,2023-11-06,2024-01-03,Completed
A002525,S01077,R022,2023-11-10,2023-11-15,Completed
A002526,S01078,R032,2023-04-28,2023-06-01,complete
A002527,S01078,R029,2023-04-26,2023-07-06,Done
A002528,S01079,R032,16/09/2023,2023-10-09,Done
A002529,S01079,R009,12/09/2023,,Pending
A002530,S01080,R009,2023-02-11,2023-03-18,Completed
A002531,S01080,R012,2023-02-11,2023-03-12,Done
A002532,S01081,R034,2023-12-07,2023-12-12,Done
A002533,S01081,R032,2023-12-12,2024-01-12,Done
A002534,S01082,R032,2023-02-21,2023-03-11,Completed
A002535,S01082,R009,2023-02-20,2023-03-02,complete
A002536,S01083,R032,2023-07-13,20/07/2023,complete
A002537,S01083,R012,14/07/2023,2023-07-25,Completed
A002538,S01084,R012,29/07/2023,2023-08-22,complete
A002539,S01084,R034,2023-08-03,2023-08-10,Completed
A002540,S01085,R012,2023-08-15,2023-08-22,Completed
A002541,S01085,R034,2023-08-16,,In Progress
A002542,S01085,R032,2023-08-14,2023-09-22,Done
A002543,S01086,R032,2024-08-26,02/09/2024,complete
A002544,S01086,R034,2024-08-31,2024-09-28,Completed
A002545,S01087,R032,2024-10-03,2024-10-15,Done
A002546,S01087,R034,2024-10-05,2024-10-16,Done
A002547,S01088,R042,2024-09-24,2024-11-14,complete
A002548,S01088,R022,2024-10-01,2024-11-04,Completed
A002549,S01089,R009,2024-01-03,2024-01-08,complete
A002550,S01089,R032,2024-01-01,2024-01-15,Done
A002551,S01089,R034,2024-01-06,2024-01-22,Completed
A002552,S01090,R032,2023-02-02,2023-02-26,Done
A002553,S01090,R001,2023-02-02,2023-03-15,Completed
A002554,S01091,R012,2023-10-06,,In Progress
A002555,S01091,R029,2023-10-04,2023-10-14,complete
A002556,S01091,R034,2023-10-04,2023-11-15,Done
A002557,S01092,R032,2024-10-09,2024-10-22,Completed
A002558,S01092,R009,2024-10-07,2024-10-18,Done
A002559,S01092,R042,2024-10-02,2024-10-08,Completed
A002560,S01093,R009,2023-11-07,2023-12-17,complete
A002561,S01093,R042,2023-11-04,2023-11-24,Done
A002562,S01094,R029,2024-03-06,12/03/2024,Completed
A002563,S01094,R001,2024-03-03,2024-03-22,Done
A002564,S01095,R032,2024-03-24,2024-04-04,complete
A002565,S01095,R022,2024-03-17,,pending
A002566,S01096,R032,2023-08-19,2023-09-28,Done
A002567,S01096,R029,2023-08-20,2023-08-26,Done
A002568,S01097,R022,2024-04-04,2024-05-01,Completed
A002569,S01097,R009,2024-04-01,26/04/2024,Done
A002570,S01098,R001,2023-04-23,2023-05-03,Completed
A002571,S01098,R032,2023-04-16,2023-04-29,Done
A002572,S01098,R009,17/04/2023,03/06/2023,Completed
A002573,S01099,R009,2023-05-07,2023-06-25,complete
A002574,S01099,R032,2023-05-07,21/05/2023,Completed
A002575,S01099,R001,2023-05-09,2023-05-17,complete
A002576,S01100,R012,10/06/2024,2024-07-10,Completed
A002577,S01100,R001,08/06/2024,2024-07-11,complete
A002578,S01101,R034,2023-02-05,2023-02-10,Completed
A002579,S01101,R022,2023-02-11,2023-02-23,Done
A002580,S01101,R009,2023-02-09,,pending
A002581,S01102,R029,2023-02-28,2023-03-12,complete
A002582,S01102,R022,2023-03-05,,Pending
A002583,S01102,R042,2023-02-26,2023-03-27,Completed
A002584,S01103,R009,2024-06-15,01/07/2024,complete
A002585,S01103,R032,2024-06-13,22/06/2024,Done
A002586,S01104,R022,2024-05-25,2024-06-25,Completed
A002587,S01104,R012,2024-05-23,2024-06-25,complete
A002588,S01105,R042,01/06/2023,2023-07-13,Done
A002589,S01105,R029,2023-06-02,2023-06-17,complete
A002590,S01105,R001,2023-06-03,2023-06-27,Done
A002591,S01106,R034,2023-07-07,2023-07-14,complete
A002592,S01106,R032,08/07/2023,24/07/2023,Done
A002593,S01106,R009,2023-07-04,2023-08-21,Completed
A002594,S01107,R022,2023-10-28,2023-11-14,complete
A002595,S01107,R012,2023-10-21,2023-11-08,complete
A002596,S01108,R029,2024-05-02,2024-06-12,Done
A002597,S01108,R032,2024-04-30,2024-05-29,complete
A002598,S01108,R009,2024-05-05,2024-05-13,complete
A002599,S01109,R012,2023-05-28,2023-06-18,Completed
A002600,S01109,R001,2023-05-26,2023-07-08,complete
A002601,S01109,R032,2023-05-31,2023-06-14,Done
A002602,S01110,R001,2024-04-10,2024-05-04,complete
A002603,S01110,R009,2024-04-15,2024-05-21,Done
A002604,S01111,R034,2024-03-22,2024-04-16,Done
A002605,S01111,R029,2024-03-23,2024-05-08,Done
A002606,S01111,R009,2024-03-16,24/04/2024,Completed
A002607,S01112,R009,23/03/2024,2024-04-17,complete
A002608,S01112,R029,2024-03-23,,In Progress
A002609,S01113,R034,10/05/2023,09/06/2023,Completed
A002610,S01113,R001,2023-05-13,2023-06-11,complete
A002611,S01113,R042,2023-05-15,2023-05-28,Completed
A002612,S01114,R012,2024-04-09,2024-05-22,Done
A002613,S01114,R022,2024-04-09,2024-04-19,Completed
A002614,S01115,R029,2023-12-20,2024-01-14,complete
A002615,S01115,R032,2023-12-16,2024-01-14,complete
A002616,S01115,R009,2023-12-17,2024-01-17,Done
A002617,S01116,R034,2024-02-12,2024-02-23,Completed
A002618,S01116,R001,2024-02-06,02/03/2024,Done
A002619,S01117,R034,2024-07-04,2024-08-15,Completed
A002620,S01117,R042,2024-06-28,2024-07-28,complete
A002621,S01118,R022,2023-02-20,2023-04-03,Done
A002622,S01118,R009,2023-02-20,2023-03-07,Done
A002623,S01118,R001,2023-02-22,2023-04-15,complete
A002624,S01119,R001,2024-03-09,2024-04-15,complete
A002625,S01119,R022,2024-03-05,2024-04-06,Done
A002626,S01120,R034,2023-09-11,2023-09-29,Completed
A002627,S01120,R029,2023-09-14,2023-10-03,Completed
A002628,S01120,R022,2023-09-09,2023-10-04,complete
A002629,S01121,R032,2023-01-13,2023-02-13,Completed
A002630,S01121,R012,2023-01-15,2023-02-23,complete
A002631,S01121,R029,2023-01-17,2023-02-06,complete
A002632,S01122,R022,2023-09-27,2023-10-15,Done
A002633,S01122,R012,2023-10-01,2023-10-12,complete
A002634,S01123,R012,2024-01-26,2024-03-16,complete
A002635,S01123,R029,28/01/2024,2024-02-02,Completed
A002636,S01124,R009,2023-04-29,2023-06-29,complete
A002637,S01124,R012,2023-04-30,2023-05-08,Completed
A002638,S01125,R029,2023-05-13,2023-06-15,Done
A002639,S01125,R009,2023-05-09,2023-05-14,Completed
A002640,S01126,R022,2024-05-14,2024-06-03,complete
A002641,S01126,R012,2024-05-18,2024-06-20,Completed
A002642,S01126,R042,2024-05-19,2024-06-07,Completed
A002643,S01127,R009,2024-05-08,2024-06-15,Completed
A002644,S01127,R029,2024-05-04,2024-05-12,complete
A002645,S01128,R042,2024-09-12,2024-10-26,Done
A002646,S01128,R001,06/09/2024,2024-11-06,Completed
A002647,S01128,R034,2024-09-08,2024-11-02,Completed
A002648,S01129,R022,2024-10-08,25/11/2024,Completed
A002649,S01129,R034,2024-10-03,22/11/2024,Done
A002650,S01130,R012,2024-06-28,2024-07-17,Completed
A002651,S01130,R001,06/07/2024,2024-07-30,complete
A002652,S01131,R029,2024-08-27,2024-09-08,Done
A002653,S01131,R034,2024-08-25,2024-10-11,complete
A002654,S01132,R034,2023-01-11,23/01/2023,Completed
A002655,S01132,R012,2023-01-06,2023-02-12,Done
A002656,S01132,R022,2023-01-05,2023-02-23,Completed
A002657,S01133,R012,2024-06-25,25/07/2024,Done
A002658,S01133,R042,2024-06-25,2024-07-04,complete
A002659,S01133,R001,26/06/2024,2024-07-30,Completed
A002660,S01134,R022,2023-03-06,23/03/2023,complete
A002661,S01134,R029,2023-03-11,2023-03-28,Done
A002662,S01135,R034,17/07/2024,2024-07-24,complete
A002663,S01135,R029,2024-07-11,26/07/2024,complete
A002664,S01135,R009,2024-07-13,2024-08-18,Done
A002665,S01136,R001,2023-10-11,2023-11-03,Done
A002666,S01136,R034,2023-10-12,2023-11-08,complete
A002667,S01137,R014,2024-09-21,2024-10-14,Done
A002668,S01137,R030,2024-09-25,2024-10-06,complete
A002669,S01138,R004,2024-06-06,2024-06-29,Done
A002670,S01138,R017,13/06/2024,2024-07-15,Completed
A002671,S01139,R019,2023-10-17,2023-11-10,complete
A002672,S01139,R040,2023-10-18,2023-11-12,Done
A002673,S01140,R030,2024-07-27,2024-08-27,complete
A002674,S01140,R047,2024-08-01,2024-08-26,Done
A002675,S01140,R017,2024-07-27,2024-08-30,Completed
A002676,S01141,R047,2023-04-16,2023-04-23,Completed
A002677,S01141,R030,2023-04-17,2023-04-23,Completed
A002678,S01142,R040,2024-10-10,2024-10-18,Completed
A002679,S01142,R019,2024-10-10,2024-10-17,Completed
A002680,S01142,R017,2024-10-11,2024-10-19,Done
A002681,S01143,R019,2023-01-26,2023-02-24,Done
A002682,S01143,R017,2023-01-30,2023-03-04,complete
A002683,S01143,R007,2023-01-28,2023-02-10,Completed
A002684,S01144,R036,26/05/2023,2023-06-13,Done
A002685,S01144,R030,31/05/2023,2023-06-14,Done
A002686,S01145,R007,2023-11-11,2023-11-19,complete
A002687,S01145,R036,2023-11-13,,Pending
A002688,S01146,R047,2024-07-27,2024-08-12,Completed
A002689,S01146,R040,2024-07-26,2024-08-11,Completed
A002690,S01146,R030,2024-07-23,2024-07-28,Done
A002691,S01147,R030,2023-12-10,2024-01-14,complete
A002692,S01147,R040,2023-12-08,2024-01-14,Completed
A002693,S01148,R017,2024-05-02,2024-05-25,complete
A002694,S01148,R014,2024-04-28,2024-05-11,Completed
A002695,S01149,R047,2023-10-20,2023-11-08,Done
A002696,S01149,R004,2023-10-24,2023-10-30,Completed
A002697,S01149,R030,2023-10-26,2023-11-25,Completed
A002698,S01150,R040,2023-04-28,2023-05-22,Done
A002699,S01150,R007,2023-04-29,2023-05-12,Done
A002700,S01151,R019,2023-12-15,2024-01-02,Done
A002701,S01151,R047,2023-12-13,2023-12-18,Done
A002702,S01152,R017,2023-12-06,2023-12-12,Completed
A002703,S01152,R030,2023-12-03,15/12/2023,Completed
A002704,S01153,R040,2023-01-17,2023-01-23,Completed
A002705,S01153,R030,2023-01-17,23/01/2023,complete
A002706,S01153,R036,2023-01-12,2023-01-30,Completed
A002707,S01154,R017,2024-08-04,2024-09-02,Completed
A002708,S01154,R036,2024-08-02,2024-08-16,Done
A002709,S01155,R030,2023-11-13,2023-12-01,Completed
A002710,S01155,R007,2023-11-15,2023-12-04,Done
A002711,S01156,R047,2023-07-10,2023-08-16,Completed
A002712,S01156,R040,14/07/2023,2023-07-27,Completed
A002713,S01157,R004,29/01/2024,,In Progress
A002714,S01157,R014,24/01/2024,2024-02-08,complete
A002715,S01157,R007,2024-01-22,2024-02-04,Done
A002716,S01158,R040,2024-06-01,2024-06-10,complete
A002717,S01158,R017,2024-05-26,2024-06-06,Completed
A002718,S01159,R019,2023-11-08,2023-11-21,Completed
A002719,S01159,R036,13/11/2023,,Pending
A002720,S01160,R017,17/09/2024,2024-10-02,complete
A002721,S01160,R047,2024-09-20,25/09/2024,Done
A002722,S01160,R040,2024-09-15,2024-10-03,Done
A002723,S01161,R036,2024-04-17,2024-05-14,Completed
A002724,S01161,R007,2024-04-19,2024-04-25,Completed
A002725,S01162,R019,2023-07-21,2023-08-02,complete
A002726,S01162,R036,24/07/2023,2023-08-03,complete
A002727,S01162,R030,2023-07-19,2023-08-04,Completed
A002728,S01163,R007,2024-01-24,2024-02-12,Completed
A002729,S01163,R004,2024-01-23,,pending
A002730,S01163,R040,2024-01-22,2024-02-13,complete
A002731,S01164,R014,2023-09-15,2023-09-21,complete
A002732,S01164,R017,2023-09-13,2023-09-28,complete
A002733,S01165,R047,2023-11-24,2023-12-16,Done
A002734,S01165,R017,25/11/2023,2023-12-02,Done
A002735,S01166,R036,2023-03-23,2023-04-18,Completed
A002736,S01166,R019,2023-03-22,20/04/2023,complete
A002737,S01167,R017,2023-08-12,2023-08-18,complete
A002738,S01167,R036,2023-08-12,2023-08-21,complete
A002739,S01168,R019,2023-11-07,2023-11-23,Completed
A002740,S01168,R030,2023-11-09,2023-12-01,Completed
A002741,S01168,R017,2023-11-04,2023-11-18,Done
A002742,S01169,R007,2023-12-04,2023-12-14,complete
A002743,S01169,R047,05/12/2023,2023-12-17,Done
A002744,S01170,R004,2024-09-05,01/10/2024,Completed
A002745,S01170,R040,2024-09-04,2024-09-22,complete
A002746,S01170,R047,2024-09-07,2024-09-26,Completed
A002747,S01171,R047,2023-10-29,2023-11-15,complete
A002748,S01171,R007,22/10/2023,2023-11-25,Done
A002749,S01171,R036,2023-10-22,2023-12-03,Completed
A002750,S01172,R004,14/01/2023,2023-01-30,complete
A002751,S01172,R019,2023-01-19,2023-01-24,complete
A002752,S01172,R014,2023-01-15,2023-01-29,complete
A002753,S01173,R004,2024-08-09,,pending
A002754,S01173,R019,09/08/2024,2024-08-20,Done
A002755,S01174,R036,2023-12-07,2023-12-22,complete
A002756,S01174,R004,2023-12-07,2023-12-29,Completed
A002757,S01175,R007,09/09/2023,2023-10-05,Completed
A002758,S01175,R004,2023-09-01,2023-10-01,Done
A002759,S01175,R014,2023-09-06,2023-10-05,Completed
A002760,S01176,R036,2024-09-14,2024-10-09,Completed
A002761,S01176,R019,2024-09-11,2024-10-21,Completed
A002762,S01177,R014,2024-04-24,2024-05-05,Done
A002763,S01177,R036,2024-04-23,2024-05-14,Done
A002764,S01178,R007,2024-06-18,2024-06-30,complete
A002765,S01178,R040,2024-06-23,2024-07-19,complete
A002766,S01178,R047,2024-06-18,19/07/2024,Completed
A002767,S01179,R007,2024-02-05,2024-02-23,complete
A002768,S01179,R004,2024-02-05,,pending
A002769,S01179,R014,2024-02-11,19/02/2024,Done
A002770,S01180,R040,2023-02-03,2023-02-16,Done
A002771,S01180,R014,2023-02-04,2023-02-21,Done
A002772,S01181,R019,2023-06-16,2023-07-11,Done
A002773,S01181,R040,2023-06-18,2023-06-26,Done
A002774,S01181,R017,19/06/2023,01/07/2023,Done
A002775,S01182,R047,2023-11-28,2023-12-07,Done
A002776,S01182,R004,22/11/2023,11/12/2023,Completed
A002777,S01183,R047,2023-04-20,07/05/2023,Done
A002778,S01183,R030,2023-04-23,2023-05-01,Completed
A002779,S01184,R014,2024-09-05,2024-10-02,complete
A002780,S01184,R017,2024-09-04,28/09/2024,complete
A002781,S01185,R030,2024-01-11,2024-01-31,Completed
A002782,S01185,R036,2024-01-11,2024-01-31,Done
A002783,S01185,R007,2024-01-07,21/01/2024,complete
A002784,S01186,R017,2023-11-05,2023-11-25,complete
A002785,S01186,R036,2023-11-07,2023-11-12,complete
A002786,S01187,R007,2023-08-16,2023-08-26,complete
A002787,S01187,R047,21/08/2023,2023-09-14,Completed
A002788,S01188,R019,11/07/2024,2024-07-20,Completed
A002789,S01188,R014,2024-07-05,2024-07-26,complete
A002790,S01189,R014,2023-01-29,2023-02-09,Done
A002791,S01189,R040,2023-01-28,2023-02-09,Done
A002792,S01189,R004,30/01/2023,,pending
A002793,S01190,R040,18/03/2024,2024-03-24,Completed
A002794,S01190,R019,2024-03-12,,In Progress
A002795,S01191,R017,2023-03-08,2023-03-17,Completed
A002796,S01191,R004,2023-03-04,2023-03-14,complete
A002797,S01192,R040,2023-11-19,2023-11-27,Done
A002798,S01192,R047,2023-11-16,2023-12-01,complete
A002799,S01192,R019,2023-11-15,2023-11-25,Completed
A002800,S01193,R040,03/03/2023,2023-04-03,complete
A002801,S01193,R047,2023-03-06,09/04/2023,Completed
A002802,S01194,R036,2023-07-14,,pending
A002803,S01194,R040,2023-07-16,2023-08-06,Done
A002804,S01194,R014,2023-07-16,,In Progress
A002805,S01195,R014,2023-08-30,2023-09-27,complete
A002806,S01195,R040,2023-09-05,2023-10-01,complete
A002807,S01196,R040,2023-12-17,2023-12-26,Completed
A002808,S01196,R017,2023-12-23,2024-01-07,Done
A002809,S01196,R014,2023-12-22,04/01/2024,complete
A002810,S01197,R014,2023-01-14,2023-01-19,Completed
A002811,S01197,R017,12/01/2023,05/02/2023,Done
A002812,S01198,R047,2024-05-19,2024-06-08,Done
A002813,S01198,R007,2024-05-21,2024-05-31,Completed
A002814,S01199,R014,2023-02-14,2023-03-27,complete
A002815,S01199,R036,2023-02-18,2023-03-28,complete
A002816,S01199,R019,2023-02-12,25/03/2023,Completed
